gene	Esophagus...Mucosa	Pancreas	Pituitary	Whole.Blood	Cells...Transformed.fibroblasts	Minor.Salivary.Gland	Lung
ENSG00000266024.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250666.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000109536.7	24.98	11.92	18.89	13.02	31.86	20.92	28.27
ENSG00000249462.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000271307.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000251297.1	0.1309	0.001	0.09245	0.001	0.001	0.08069	0.02993
ENSG00000199572.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000201145.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000224807.5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000205097.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250053.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000214273.4	0.001	0.030805	0.05084	0.001	0.001	0.001	0.001
ENSG00000249003.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000221407.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000258475.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250537.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000258755.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000258697.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000259063.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000258834.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000258389.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000259034.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000259128.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250020.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249430.1	0.1696	0.117	1.732	0.001	0.07158	2.221	0.4212
ENSG00000153404.9	0.1926	0.14335	5.828	0.005747	0.07195	2.091	0.7493
ENSG00000199540.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000185028.3	0.01568	0.001	0.2501	0.001	0.001	0.1105	0.02671
ENSG00000261434.1	0.001	0.001	0.4048	0.001	0.001	0.1473	0.001
ENSG00000164366.3	3.247	1.544	4.947	1.119	9.721	4.135	4.573
ENSG00000073578.12	74.03	34.125	66.97	30.28	123	80.3	97.06
ENSG00000248925.1	0.5336	0.051385	1.389	0.3084	0.9156	0.2017	0.3519
ENSG00000249915.3	61.59	16.68	53.8	15.3	63.9	41.34	42.61
ENSG00000250848.1	0.8902	0.18005	0.6647	0.1577	0.5408	0.7354	0.6835
ENSG00000063438.12	2.574	0.3518	1.969	0.1727	20.31	0.767	1.944
ENSG00000214278.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250645.1	0.1249	0.001	0.001	0.001	0.7964	0.001	0.001
ENSG00000221990.2	3.071	1.987	20.7	0.4695	8.059	3.374	4.101
ENSG00000180104.11	36.12	16.635	56.41	24.7	25.29	31.56	36
ENSG00000188242.4	11.33	4.8695	19.35	2.013	7.105	9.068	7.156
ENSG00000225138.3	51.79	4.9565	46.95	1.167	6.054	16.1	10.32
ENSG00000066230.6	8.154	0.69775	4.629	0.1259	0.7202	2.635	1.351
ENSG00000250385.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000264233.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249650.1	0.05605	0.01745	0.05787	0.001	0.001	0.1981	0.001
ENSG00000112877.6	3.248	1.279	3.395	0.6239	2.183	2.391	3.201
ENSG00000171368.10	6.224	2.2895	34.74	0.3439	0.2242	6.06	13.75
ENSG00000268885.1	1.325	0.5989	1.655	0.3288	0.5088	0.8624	1.28
ENSG00000271781.1	1.368	0.61845	1.103	0.2473	0.3483	0.7518	1.163
ENSG00000188818.8	2.448	1.1895	12.69	0.3072	0.2101	2.194	5.442
ENSG00000206077.6	10.87	6.02	47.98	0.3127	0.05297	10.9	19.91
ENSG00000249908.1	1.204	0.88645	3.434	0.001	0.001	1.362	1.986
ENSG00000247872.2	0.001	0.001	0.149	0.001	0.001	0.001	0.001
ENSG00000028310.13	17.99	8.919	23.5	8.156	30.15	17.92	25.96
ENSG00000071539.9	5.939	0.4281	3.089	0.4127	10.4	1.236	1.645
ENSG00000248949.1	0.001	0.001	0.001	0.001	0.001	0.001	0.07919
ENSG00000250173.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000215246.4	0.1291	0.43775	0.2215	0.001	0.1645	0.1882	0.5159
ENSG00000203594.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000221244.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000272347.1	0.5135	0.1909	0.3801	0.001	0.04907	0.3297	2.02
ENSG00000145506.9	11.04	2.8545	2.722	0.04907	0.1909	6.684	81.89
ENSG00000113504.15	11.8	19.25	39.95	10.93	7.304	33.48	50.95
ENSG00000263834.1	0.001	0.001	0.001	0.001	0.001	0.001	1.133
ENSG00000249201.2	0.2475	1.874	0.9279	0.001	0.001	0.4221	0.6007
ENSG00000174358.11	0.001	0.1805	0.01308	0.04317	0.001	0.001	0.008689
ENSG00000164363.8	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000164362.14	0.1611	0.001	0.01093	0.04951	0.001	0.0629	0.02191
ENSG00000263670.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000049656.9	45.76	43.225	60.44	24.14	84.79	72.73	95.59
ENSG00000250584.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248951.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000142319.14	0.1055	0.015625	0.153	0.01444	0.001	0.1639	0.7161
ENSG00000153395.5	8.104	4.68	30.62	55.81	25.56	14.1	139
ENSG00000251532.1	0.09006	0.47355	1.032	0.001	0.001	0.2713	2.311
ENSG00000185986.10	4.606	4.272	20.17	1.918	6.503	7.196	20.34
ENSG00000271119.1	0.3597	0.22845	0.732	0.06785	0.8762	0.3962	0.7587
ENSG00000248126.1	0.3116	0.2741	1.485	0.001	0.5094	0.3252	0.3945
ENSG00000188002.6	3.444	2.9025	12.34	1.202	8.202	3.896	6.212
ENSG00000232615.4	0.1705	0.134	0.6046	0.06701	0.4502	0.2986	0.345
ENSG00000263746.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000260066.1	0.01798	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000171421.8	25.03	10.48	18.78	4.61	53.5	19.08	19.05
ENSG00000145494.7	61.04	23.2	53.17	17.74	58.78	44.05	50.03
ENSG00000249966.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250417.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000113430.5	18.75	0.01095	0.5022	0.001	0.05938	12.37	0.02055
ENSG00000249116.1	1.455	0.001	0.1081	0.001	0.001	1.522	0.001
ENSG00000249326.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248994.1	1.143	0.16565	0.5859	0.001	0.001	0.9669	0.1495
ENSG00000248597.1	0.3025	0.001	0.3195	0.001	0.001	0.2285	0.001
ENSG00000249731.1	0.0759	0.001	0.001	0.001	0.001	0.0759	0.001
ENSG00000201026.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000259757.1	0.001	0.001	0.7187	0.001	0.001	2.788	0.3369
ENSG00000170561.8	5.337	0.62695	2.535	0.01735	15.64	39.69	24.33
ENSG00000186493.7	3.429	0.4073	3.061	0.001	15.11	17.89	12.68
ENSG00000249541.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248137.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248736.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249808.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248118.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249830.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250716.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000170549.3	0.8913	0.09787	1.594	0.001	12.14	24.08	5.738
ENSG00000248962.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249994.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250921.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000260763.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248973.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000231291.3	0.001	0.001	0.001	0.001	0.001	0.03601	0.001
ENSG00000251371.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249521.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248311.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248467.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249941.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000251506.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250481.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000215231.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000251426.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250529.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000223007.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250579.1	0.001	0.76105	0.001	0.001	0.001	0.001	0.001
ENSG00000145536.11	0.0725	0.88425	0.2565	0.001	0.07487	0.09331	0.1431
ENSG00000250866.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000251568.1	0.001	0.001	0.04206	0.001	0.001	0.001	0.001
ENSG00000248729.1	0.001	0.0785	0.1415	0.001	0.1056	0.1161	0.001
ENSG00000250808.1	0.001	0.001	0.001	0.001	0.08799	0.001	0.001
ENSG00000251476.2	0.001	0.05373	0.04442	0.001	0.09692	0.0775	0.001
ENSG00000164151.7	9.643	6.014	16.69	2.568	24.2	11.87	14.2
ENSG00000261037.1	0.001	0.03181	0.1016	0.001	0.001	0.05157	0.04685
ENSG00000259861.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000221568.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250730.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250490.1	0.2333	0.523	1.279	0.08892	0.01816	0.654	0.9068
ENSG00000133398.3	38.42	15.045	38	11.05	66.71	31.07	42.71
ENSG00000215218.3	0.5795	0.4183	5.993	0.04737	0.04724	0.8128	0.254
ENSG00000271230.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250056.1	0.1427	0.40225	4.783	0.001	0.01951	0.2533	0.263
ENSG00000037474.10	47.71	17.87	44.19	10.78	63.96	37.34	44.9
ENSG00000145545.7	44.65	3.712	4.364	3.366	11.47	7.647	4.461
ENSG00000272520.1	10.86	0.9535	2.33	0.3827	2.971	3.192	2.929
ENSG00000248677.1	0.1225	0.068235	1.258	0.0158	0.1824	0.2177	0.1638
ENSG00000112941.8	22.44	9.594	31.4	5.378	23.15	20.54	35.94
ENSG00000251365.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000272071.1	0.001	0.001	0.3165	0.001	0.001	0.001	0.06619
ENSG00000249734.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000200243.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250060.1	0.001	0.001	0.1652	0.001	0.001	0.001	0.001
ENSG00000250974.1	0.001	0.001	0.1639	0.001	0.001	0.001	0.001
ENSG00000212258.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248775.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000247732.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000205976.4	0.001	0.001	0.03113	0.001	0.001	0.001	0.001
ENSG00000251250.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000251678.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250668.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249638.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249865.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000223597.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000078295.11	0.3695	0.13915	10.48	0.02046	0.03095	1.631	0.4593
ENSG00000250761.2	0.001	0.001	0.07203	0.001	0.001	0.001	0.001
ENSG00000215217.2	0.04105	1.16	13.38	0.001	0.1211	0.3361	2.341
ENSG00000124275.10	8.87	5.147	16.37	3.868	22.53	12.17	24.36
ENSG00000124279.7	5.587	2.383	7.01	1.616	9.657	5.795	6.187
ENSG00000251168.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000199773.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249486.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000245729.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000251549.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249159.2	0.001	0.11885	0.6822	0.001	0.08782	0.05809	0.1648
ENSG00000272049.1	0.001	0.22355	1.281	0.0537	0.1107	0.1037	0.3215
ENSG00000247516.3	2.86	1.3385	7.121	0.05996	2.808	2.934	3.826
ENSG00000250037.1	0.001	0.001	0.09655	0.001	0.001	0.001	0.001
ENSG00000249782.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250389.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248765.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000260981.1	0.001	0.001	0.1868	0.001	0.001	0.001	0.001
ENSG00000250198.1	0.001	0.001	0.001	0.001	0.04209	0.001	0.02109
ENSG00000250619.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000112902.7	3.688	1.4475	4.656	0.02563	7.732	3.412	10.51
ENSG00000266415.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248537.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000251370.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250001.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250786.1	13.83	15.15	26.53	0.08337	25.17	18.95	15.64
ENSG00000239112.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248525.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000169777.5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249781.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000222054.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250814.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249807.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000260515.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000196193.4	0.08469	0.16705	0.5223	0.001	0.1425	0.1855	0.1067
ENSG00000272417.1	0.2903	0.30915	1.139	0.1869	0.2814	0.475	0.446
ENSG00000150756.9	7.308	3.245	16.97	1.685	14.81	8.475	7.289
ENSG00000248968.1	0.03713	0.001	0.1987	0.001	0.1059	0.07922	0.001
ENSG00000150753.7	108.2	30.05	60.63	46.5	212.4	75.6	81.45
ENSG00000271980.1	0.03514	0.073645	0.535	0.001	0.137	0.09075	0.1271
ENSG00000271715.1	0.001	0.001	0.2035	0.001	0.07557	0.001	0.001
ENSG00000164237.4	2.917	9.6605	17.98	0.7176	32.76	9.147	12.18
ENSG00000252341.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000252671.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000259802.1	1.101	1.118	6.398	0.5248	1.887	1.379	1.239
ENSG00000145495.10	23.75	24.175	41.21	14.53	46.55	37.67	47.55
ENSG00000250600.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000145491.7	0.1703	0.46795	1.867	18.66	0.2828	0.2042	4.096
ENSG00000246016.2	0.001	0.06527	0.1927	3.059	0.001	0.001	0.8375
ENSG00000244361.1	0.001	0.08053	0.09338	0.7339	0.001	0.001	0.1395
ENSG00000249166.1	0.001	0.30915	0.001	0.001	0.001	0.001	0.001
ENSG00000249396.1	0.001	0.3998	0.001	0.246	0.001	0.001	0.0471
ENSG00000249160.1	0.001	0.001	0.001	0.07116	0.001	0.001	0.001
ENSG00000214179.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000164236.7	0.328	0.06712	0.1594	0.201	3.652	0.182	0.5899
ENSG00000250106.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000251196.1	1.221	0.2462	0.454	0.3315	10.36	0.7323	1.935
ENSG00000272016.1	3.227	0.595	1.501	1.159	13.57	1.637	4.887
ENSG00000251548.1	0.001	0.001	0.001	0.001	0.06571	0.001	0.001
ENSG00000112977.11	48.41	141.55	136.3	52	167.8	128.6	115.6
ENSG00000272324.1	0.001	0.68165	0.3414	0.001	0.001	0.1413	0.001
ENSG00000250576.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000169862.14	0.09199	8.651	14.09	0.03091	0.03245	1.106	0.6006
ENSG00000207312.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000212305.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248783.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248131.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000264921.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000251112.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249053.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248457.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000222717.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248145.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000242608.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248462.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000243744.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000039139.9	0.07575	0.5716	3.211	0.002633	0.2831	0.6331	2.46
ENSG00000251423.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000038382.13	8.734	5.5095	21.08	1.517	51.23	12.35	22.13
ENSG00000145569.5	1.975	5.084	4.418	11.36	0.2783	2.252	25.33
ENSG00000248791.1	0.001	0.20045	0.1012	0.1623	0.001	0.04351	0.4455
ENSG00000250526.1	0.02795	0.0134	0.0333	0.06375	0.04515	0.01917	0.062
ENSG00000250182.2	2.64	2.1025	2.55	1.372	5.931	2.809	3.39
ENSG00000261360.1	0.6819	0.27215	4.053	0.1312	0.3826	0.6213	0.4033
ENSG00000154124.4	10.09	2.9295	5.572	4.928	9.957	8.851	11.65
ENSG00000154122.8	7.874	6.54	45.41	5.586	13.86	14.81	13.88
ENSG00000249485.1	0.1715	0.1347	0.5878	0.09335	0.2548	0.2655	0.352
ENSG00000264792.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000272057.1	0.1927	0.077215	0.9739	0.001	0.2629	0.2163	0.2785
ENSG00000249928.2	0.001	0.001	0.2203	0.001	0.1169	0.1048	0.001
ENSG00000250662.1	0.001	0.001	1.151	0.001	0.1769	0.2512	0.1688
ENSG00000212036.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250247.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000202269.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249332.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248486.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248834.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248699.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000183580.8	6.334	1.1285	5.182	0.05759	22.47	7.105	15.95
ENSG00000250250.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000216077.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000222312.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000183654.8	0.001	0.33655	8.77	0.001	0.001	0.08627	0.001
ENSG00000250981.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250448.1	0.001	0.001	0.6283	0.001	0.001	0.001	0.001
ENSG00000248403.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248150.1	0.001	0.066635	0.07155	0.001	0.001	0.001	0.001
ENSG00000249737.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000173545.4	27.04	38.17	29.59	22.02	65.57	30.2	36.4
ENSG00000154153.9	1.891	9.6515	20.69	1.689	1.161	7.198	12.6
ENSG00000246214.1	0.03447	0.03715	0.7164	0.09975	0.001	0.06714	0.1031
ENSG00000250415.1	0.001	0.02429	0.6656	0.001	0.001	0.001	0.001
ENSG00000201370.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000145555.10	12.5	12.61	16.33	0.4977	26.82	11.17	34.16
ENSG00000253093.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000243538.1	0.001	0.001	0.001	0.001	0.1063	0.001	0.001
ENSG00000201436.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000176788.7	14.43	1.7255	29.42	530	339.7	18.41	61.3
ENSG00000271892.1	0.001	0.001	0.1055	0.1989	0.001	0.001	0.001
ENSG00000206814.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000215196.4	0.01874	0.001	0.2465	1.058	0.1526	0.02496	0.1143
ENSG00000251990.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250816.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000252908.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000185296.8	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000201715.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000223361.5	1	0.6034	0.8829	3.21	2.421	0.9822	3.075
ENSG00000248223.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249199.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250822.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248455.1	0.001	0.001	0.001	0.2369	0.001	0.001	0.001
ENSG00000249662.1	0.001	0.001	0.001	0.4132	0.001	0.001	0.001
ENSG00000251304.2	0.001	0.001	0.001	0.8087	0.001	0.001	0.001
ENSG00000268799.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250667.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000185041.4	0.001	0.001	0.001	0.2696	0.001	0.001	0.001
ENSG00000248205.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249620.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248861.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249339.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250055.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250296.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250807.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250088.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250558.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249427.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249329.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248422.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249282.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249357.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249156.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000271296.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250351.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250386.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249666.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250782.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248471.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248160.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248542.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248337.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000269466.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250715.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249937.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000240785.1	0.001	0.08367	0.001	0.001	0.001	0.001	0.001
ENSG00000212278.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000241552.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248693.1	0.001	0.001	0.001	0.001	0.001	0.001	0.2335
ENSG00000238674.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249191.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249927.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249285.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249174.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000251487.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000242654.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249557.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000145526.7	0.001	0.043665	6.621	0.001	0.1834	0.01126	0.001
ENSG00000264928.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248766.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000214132.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249854.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000251629.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249490.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248308.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248286.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249359.2	0.001	0.001	0.01507	0.001	0.001	0.006983	0.001
ENSG00000183666.12	1.575	0.98905	3.095	0.2332	2.106	2.373	2.233
ENSG00000233974.3	0.05828	0.03938	0.06507	0.05829	0.04756	0.1106	0.08321
ENSG00000203563.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000272130.1	0.1482	0.065095	0.4793	0.001	0.2481	0.2246	0.3313
